CustomerID,frequency,monetary,total_units,unique_products,country,recency,tenure,avg_order_value,is_repeat,avg_days_between_orders,R,F,M,RFM_score,segment,cluster,cluster_name
13323,5,787.85,175,6,United Kingdom,3,84,157.57,True,20.0,5,4,3,12,Champions,3,Active Mid-Value
13324,10,7121.95,5205,25,United Kingdom,36,360,712.1949999999999,True,35.77777777777778,3,5,5,13,Loyal,2,High-Value Loyal
13325,1,675.3,240,12,United Kingdom,81,81,675.3,False,,2,1,3,6,Lost,0,Dormant Low-Value
13327,8,3627.77,1600,74,United Kingdom,38,365,453.47125,True,46.142857142857146,3,5,5,13,Loyal,1,Lapsing Mid-Value
13328,1,1308.48,680,17,United Kingdom,316,316,1308.48,False,,1,1,4,6,Lost,0,Dormant Low-Value
13329,2,789.0,463,16,United Kingdom,31,366,394.5,True,335.0,4,2,3,9,New / Promising,3,Active Mid-Value
13330,3,1140.93,751,37,United Kingdom,92,315,380.31,True,111.5,2,3,4,9,Hibernating,1,Lapsing Mid-Value
13332,1,350.90000000000003,179,21,United Kingdom,14,14,350.90000000000003,False,,5,1,2,8,New / Promising,3,Active Mid-Value
13334,3,3502.32,1764,207,United Kingdom,82,305,1167.44,True,111.0,2,3,5,10,Hibernating,1,Lapsing Mid-Value
13336,1,795.12,559,51,United Kingdom,77,77,795.12,False,,2,1,3,6,Lost,0,Dormant Low-Value
13338,1,437.02,255,18,United Kingdom,157,157,437.02,False,,2,1,2,5,Lost,0,Dormant Low-Value
13339,1,860.12,326,54,United Kingdom,200,200,860.12,False,,1,1,3,5,Lost,0,Dormant Low-Value
13340,7,10736.48,5770,128,United Kingdom,45,276,1533.782857142857,True,38.333333333333336,3,5,5,13,Loyal,2,High-Value Loyal
13341,1,775.85,301,42,United Kingdom,260,260,775.85,False,,1,1,3,5,Lost,0,Dormant Low-Value
13343,1,303.43,134,18,United Kingdom,177,177,303.43,False,,2,1,2,5,Lost,0,Dormant Low-Value
13344,3,2511.69,952,115,United Kingdom,67,277,837.23,True,104.5,3,3,5,11,Loyal,1,Lapsing Mid-Value
13345,1,339.5,140,19,United Kingdom,287,287,339.5,False,,1,1,2,4,Lost,0,Dormant Low-Value
13347,1,291.36,204,7,United Kingdom,70,70,291.36,False,,3,1,2,6,Needs Attention,0,Dormant Low-Value
13348,1,233.76000000000002,136,14,United Kingdom,64,64,233.76000000000002,False,,3,1,1,5,Needs Attention,0,Dormant Low-Value
13349,1,197.32,224,15,United Kingdom,10,10,197.32,False,,5,1,1,7,New / Promising,3,Active Mid-Value
13350,2,879.12,285,35,United Kingdom,16,79,439.56,True,63.0,4,2,3,9,New / Promising,3,Active Mid-Value
13351,1,323.94,116,15,United Kingdom,66,66,323.94,False,,3,1,2,6,Needs Attention,0,Dormant Low-Value
13352,1,347.98,320,23,United Kingdom,60,60,347.98,False,,3,1,2,6,Needs Attention,0,Dormant Low-Value
13354,1,743.53,604,51,United Kingdom,71,71,743.53,False,,3,1,3,7,Needs Attention,0,Dormant Low-Value
13355,1,674.7,314,32,United Kingdom,122,122,674.7,False,,2,1,3,6,Lost,0,Dormant Low-Value
13356,1,768.24,325,42,United Kingdom,80,80,768.24,False,,2,1,3,6,Lost,0,Dormant Low-Value
13357,1,609.4,321,85,United Kingdom,257,257,609.4,False,,1,1,3,5,Lost,0,Dormant Low-Value
13358,1,389.03000000000003,284,28,United Kingdom,268,268,389.03000000000003,False,,1,1,2,4,Lost,0,Dormant Low-Value
13359,1,389.56,160,22,United Kingdom,63,63,389.56,False,,3,1,2,6,Needs Attention,0,Dormant Low-Value
13362,4,3090.7400000000002,1382,128,United Kingdom,9,287,772.6850000000001,True,92.33333333333333,5,4,5,14,Champions,2,High-Value Loyal
13363,2,892.5,708,46,United Kingdom,17,43,446.25,True,26.0,4,2,3,9,New / Promising,3,Active Mid-Value
13364,1,134.96,71,10,United Kingdom,71,71,134.96,False,,3,1,1,5,Needs Attention,0,Dormant Low-Value
13365,2,2225.37,1247,122,United Kingdom,33,217,1112.685,True,184.0,3,2,5,10,Needs Attention,1,Lapsing Mid-Value
13366,1,56.16,144,1,United Kingdom,50,50,56.16,False,,3,1,1,5,Needs Attention,0,Dormant Low-Value
13368,2,573.4,326,28,United Kingdom,256,337,286.7,True,80.0,1,2,3,6,Lost,0,Dormant Low-Value
13369,1,258.28000000000003,148,13,United Kingdom,365,365,258.28000000000003,False,,1,1,2,4,Lost,0,Dormant Low-Value
13370,1,754.87,343,39,United Kingdom,371,371,754.87,False,,1,1,3,5,Lost,0,Dormant Low-Value
13372,1,328.64,158,22,United Kingdom,89,89,328.64,False,,2,1,2,5,Lost,0,Dormant Low-Value
13373,3,3312.25,1651,135,United Kingdom,60,276,1104.0833333333333,True,107.0,3,3,5,11,Loyal,1,Lapsing Mid-Value
13375,1,778.65,442,37,United Kingdom,88,88,778.65,False,,2,1,3,6,Lost,0,Dormant Low-Value
13376,3,869.76,490,44,United Kingdom,99,234,289.92,True,67.0,2,3,3,8,Hibernating,1,Lapsing Mid-Value
13379,3,572.56,601,85,United Kingdom,26,136,190.85333333333332,True,54.5,4,3,3,10,Loyal,3,Active Mid-Value
13381,6,3639.31,2029,77,United Kingdom,31,298,606.5516666666666,True,53.0,4,5,5,14,Champions,1,Lapsing Mid-Value
13382,1,222.99,131,15,United Kingdom,280,280,222.99,False,,1,1,1,3,Lost,0,Dormant Low-Value
13384,7,4151.93,2422,123,United Kingdom,30,178,593.1328571428572,True,24.166666666666668,4,5,5,14,Champions,2,High-Value Loyal
13385,1,534.57,281,35,United Kingdom,329,329,534.57,False,,1,1,3,5,Lost,0,Dormant Low-Value
13388,2,677.1,282,35,United Kingdom,131,131,338.55,True,0.0,2,2,3,7,Lost,0,Dormant Low-Value
13389,3,797.96,429,50,United Kingdom,11,232,265.9866666666667,True,110.0,5,3,3,11,Loyal,3,Active Mid-Value
13390,1,544.08,224,13,United Kingdom,74,74,544.08,False,,2,1,3,6,Lost,0,Dormant Low-Value
13391,1,59.8,4,1,United Kingdom,203,203,59.8,False,,1,1,1,3,Lost,0,Dormant Low-Value
13394,8,2520.02,2392,124,United Kingdom,1,309,315.0025,True,43.57142857142857,5,5,5,15,Champions,2,High-Value Loyal
13395,1,307.72,336,21,United Kingdom,185,185,307.72,False,,1,1,2,4,Lost,0,Dormant Low-Value
13396,2,1360.99,600,42,United Kingdom,29,319,680.495,True,290.0,4,2,4,10,New / Promising,1,Lapsing Mid-Value
13397,5,1544.13,430,28,United Kingdom,72,339,308.826,True,66.0,2,4,4,10,At Risk,1,Lapsing Mid-Value
13398,1,457.34000000000003,281,26,United Kingdom,192,192,457.34000000000003,False,,1,1,2,4,Lost,0,Dormant Low-Value
13402,2,621.23,479,32,United Kingdom,127,372,310.615,True,244.0,2,2,3,7,Lost,0,Dormant Low-Value
13403,1,75.0,44,3,United Kingdom,17,17,75.0,False,,4,1,1,6,New / Promising,3,Active Mid-Value
13404,2,252.49,111,11,United Kingdom,1,212,126.245,True,211.0,5,2,2,9,New / Promising,3,Active Mid-Value
13405,2,557.45,163,24,United Kingdom,204,317,278.725,True,113.0,1,2,3,6,Lost,0,Dormant Low-Value
13408,62,28117.04,16232,234,United Kingdom,1,373,453.5006451612903,True,5.786885245901639,5,5,5,15,Champions,2,High-Value Loyal
13410,5,1003.06,518,15,United Kingdom,24,291,200.612,True,66.5,4,4,4,12,Champions,1,Lapsing Mid-Value
13411,1,213.55,72,17,United Kingdom,107,107,213.55,False,,2,1,1,4,Lost,0,Dormant Low-Value
13414,3,1390.5,1574,23,United Kingdom,133,296,463.5,True,81.0,2,3,4,9,Hibernating,1,Lapsing Mid-Value
13416,2,712.5,142,11,United Kingdom,43,81,356.25,True,37.0,3,2,3,8,Needs Attention,1,Lapsing Mid-Value
13417,2,640.83,162,26,United Kingdom,4,205,320.415,True,200.0,5,2,3,10,New / Promising,3,Active Mid-Value
13418,18,6127.43,3918,223,United Kingdom,11,372,340.4127777777778,True,20.823529411764707,5,5,5,15,Champions,2,High-Value Loyal
13419,1,221.06,275,16,United Kingdom,63,63,221.06,False,,3,1,1,5,Needs Attention,0,Dormant Low-Value
13420,2,159.85,101,8,United Kingdom,149,170,79.925,True,20.0,2,2,1,5,Lost,0,Dormant Low-Value
13421,2,1823.21,1103,87,United Kingdom,40,290,911.605,True,249.0,3,2,4,9,Needs Attention,1,Lapsing Mid-Value
13422,1,2626.3,1326,127,United Kingdom,64,64,2626.3,False,,3,1,5,9,Needs Attention,1,Lapsing Mid-Value
13425,3,1624.21,1123,66,United Kingdom,108,294,541.4033333333333,True,93.0,2,3,4,9,Hibernating,1,Lapsing Mid-Value
13426,10,3641.32,2245,103,United Kingdom,0,359,364.132,True,39.333333333333336,5,5,5,15,Champions,2,High-Value Loyal
13427,3,582.6,545,25,United Kingdom,19,215,194.20000000000002,True,97.5,4,3,3,10,Loyal,3,Active Mid-Value
13428,1,201.78,151,70,United Kingdom,10,10,201.78,False,,5,1,1,7,New / Promising,3,Active Mid-Value
13429,4,1006.8,1390,55,United Kingdom,10,75,251.7,True,20.666666666666668,5,4,4,13,Champions,3,Active Mid-Value
13430,2,679.45,751,48,United Kingdom,18,86,339.725,True,67.0,4,2,3,9,New / Promising,3,Active Mid-Value
13431,2,1269.1,672,44,United Kingdom,67,88,634.55,True,21.0,3,2,4,9,Needs Attention,1,Lapsing Mid-Value
13434,2,534.24,300,9,United Kingdom,74,96,267.12,True,22.0,2,2,3,7,Lost,0,Dormant Low-Value
13435,7,3809.89,2129,68,United Kingdom,5,189,544.27,True,30.166666666666668,5,5,5,15,Champions,2,High-Value Loyal
13436,1,196.89,76,12,United Kingdom,1,1,196.89,False,,5,1,1,7,New / Promising,3,Active Mid-Value
13437,7,3408.06,1283,143,United Kingdom,14,190,486.86571428571426,True,28.833333333333332,5,5,5,15,Champions,2,High-Value Loyal
13439,1,283.71,242,54,United Kingdom,255,255,283.71,False,,1,1,2,4,Lost,0,Dormant Low-Value
13441,1,296.64,204,13,United Kingdom,91,91,296.64,False,,2,1,2,5,Lost,0,Dormant Low-Value
13447,3,1129.14,584,55,United Kingdom,23,35,376.38000000000005,True,6.0,4,3,4,11,Loyal,1,Lapsing Mid-Value
13448,6,3534.69,1648,137,United Kingdom,16,373,589.115,True,71.0,4,5,5,14,Champions,2,High-Value Loyal
13449,1,291.88,222,19,United Kingdom,23,23,291.88,False,,4,1,2,7,New / Promising,3,Active Mid-Value
13450,6,2043.72,1982,32,United Kingdom,26,218,340.62,True,37.8,4,5,5,14,Champions,1,Lapsing Mid-Value
13451,5,2898.2599999999998,2128,315,United Kingdom,26,334,579.6519999999999,True,76.5,4,4,5,13,Champions,1,Lapsing Mid-Value
13452,2,590.0,2,1,United Kingdom,259,270,295.0,True,11.0,1,2,3,6,Lost,0,Dormant Low-Value
13453,2,356.98,134,16,United Kingdom,165,289,178.49,True,123.0,2,2,2,6,Lost,0,Dormant Low-Value
13455,2,1058.34,354,42,United Kingdom,24,366,529.17,True,341.0,4,2,4,10,New / Promising,3,Active Mid-Value
13456,6,1766.72,765,43,United Kingdom,17,207,294.4533333333333,True,37.4,4,5,4,13,Champions,1,Lapsing Mid-Value
13458,14,9646.57,5508,242,United Kingdom,7,359,689.0407142857142,True,26.615384615384617,5,5,5,15,Champions,2,High-Value Loyal
13460,2,183.44,286,16,United Kingdom,29,49,91.72,True,20.0,4,2,1,7,New / Promising,3,Active Mid-Value
13461,3,1445.0,1170,14,United Kingdom,38,163,481.6666666666667,True,62.0,3,3,4,10,Loyal,1,Lapsing Mid-Value
13462,1,151.5,62,9,United Kingdom,252,252,151.5,False,,1,1,1,3,Lost,0,Dormant Low-Value
13464,1,674.68,403,41,United Kingdom,58,58,674.68,False,,3,1,3,7,Needs Attention,0,Dormant Low-Value
13466,1,307.90000000000003,259,17,United Kingdom,184,184,307.90000000000003,False,,1,1,2,4,Lost,0,Dormant Low-Value
13467,2,1071.91,580,89,United Kingdom,10,36,535.955,True,25.0,5,2,4,11,New / Promising,3,Active Mid-Value
13468,37,5704.97,2589,184,United Kingdom,1,373,154.1883783783784,True,9.777777777777779,5,5,5,15,Champions,2,High-Value Loyal
13470,2,165.0,100,7,United Kingdom,99,115,82.5,True,15.0,2,2,1,5,Lost,0,Dormant Low-Value
13471,4,2501.84,1583,214,United Kingdom,1,47,625.46,True,15.0,5,4,5,14,Champions,2,High-Value Loyal
13473,2,422.64,266,21,United Kingdom,60,332,211.32,True,272.0,3,2,2,7,Needs Attention,0,Dormant Low-Value
13474,1,226.84,129,59,United Kingdom,236,236,226.84,False,,1,1,1,3,Lost,0,Dormant Low-Value
13475,4,1431.78,1012,64,United Kingdom,191,298,357.945,True,35.333333333333336,1,4,4,9,At Risk,1,Lapsing Mid-Value
13476,2,1238.47,417,56,United Kingdom,178,281,619.235,True,102.0,2,2,4,8,Lost,1,Lapsing Mid-Value
13477,6,1454.58,1021,57,United Kingdom,37,291,242.42999999999998,True,50.4,3,5,4,12,Loyal,1,Lapsing Mid-Value
13479,2,300.95,134,14,United Kingdom,200,234,150.475,True,33.0,1,2,2,5,Lost,0,Dormant Low-Value
13481,5,1804.56,1142,98,United Kingdom,45,256,360.912,True,52.25,3,4,4,11,Loyal,1,Lapsing Mid-Value
13482,1,184.64000000000001,116,11,United Kingdom,232,232,184.64000000000001,False,,1,1,1,3,Lost,0,Dormant Low-Value
13483,1,140.34,160,10,United Kingdom,65,65,140.34,False,,3,1,1,5,Needs Attention,0,Dormant Low-Value
13484,1,313.8,44,8,United Kingdom,241,241,313.8,False,,1,1,2,4,Lost,0,Dormant Low-Value
13485,1,454.24,277,23,United Kingdom,233,233,454.24,False,,1,1,2,4,Lost,0,Dormant Low-Value
13486,3,1122.41,669,69,United Kingdom,78,155,374.1366666666667,True,38.0,2,3,4,9,Hibernating,1,Lapsing Mid-Value
13487,3,575.4,265,26,United Kingdom,57,353,191.79999999999998,True,147.5,3,3,3,9,Loyal,1,Lapsing Mid-Value
13488,13,8968.31,4518,271,United Kingdom,17,367,689.87,True,28.833333333333332,4,5,5,14,Champions,2,High-Value Loyal
13489,4,449.52,560,11,United Kingdom,105,294,112.38,True,62.666666666666664,2,4,2,8,At Risk,1,Lapsing Mid-Value
13491,10,1215.82,903,73,United Kingdom,51,372,121.582,True,35.0,3,5,4,12,Loyal,1,Lapsing Mid-Value
13492,3,1269.84,408,38,Switzerland,136,214,423.28,True,38.5,2,3,4,9,Hibernating,1,Lapsing Mid-Value
13493,2,498.63,377,5,Switzerland,275,287,249.315,True,11.0,1,2,3,6,Lost,0,Dormant Low-Value
13494,1,316.26000000000005,162,18,United Kingdom,311,311,316.26000000000005,False,,1,1,2,4,Lost,0,Dormant Low-Value
13495,5,2044.8700000000001,829,34,United Kingdom,7,368,408.97400000000005,True,89.75,5,4,5,14,Champions,2,High-Value Loyal
13496,2,653.33,341,28,United Kingdom,10,359,326.665,True,349.0,5,2,3,10,New / Promising,3,Active Mid-Value
13497,2,348.05,163,19,United Kingdom,282,368,174.025,True,85.0,1,2,2,5,Lost,0,Dormant Low-Value
13499,5,1159.1100000000001,1365,31,United Kingdom,17,269,231.82200000000003,True,62.5,4,4,4,12,Champions,1,Lapsing Mid-Value
13500,3,1166.77,609,60,United Kingdom,23,122,388.92333333333335,True,49.0,4,3,4,11,Loyal,1,Lapsing Mid-Value
13501,1,1340.32,560,52,Switzerland,288,288,1340.32,False,,1,1,4,6,Lost,0,Dormant Low-Value
13502,3,292.0,264,17,United Kingdom,16,323,97.33333333333333,True,153.0,4,3,2,9,Loyal,3,Active Mid-Value
13503,1,216.85,248,17,United Kingdom,71,71,216.85,False,,3,1,1,5,Needs Attention,0,Dormant Low-Value
13504,1,295.93,178,22,United Kingdom,64,64,295.93,False,,3,1,2,6,Needs Attention,0,Dormant Low-Value
13505,4,3633.63,2467,181,Switzerland,72,232,908.4075,True,52.666666666666664,2,4,5,11,At Risk,1,Lapsing Mid-Value
13506,2,458.52,324,26,United Kingdom,316,369,229.26,True,53.0,1,2,2,5,Lost,0,Dormant Low-Value
13507,4,2479.16,1597,146,United Kingdom,3,145,619.79,True,47.0,5,4,5,14,Champions,2,High-Value Loyal
13508,1,110.97,24,12,United Kingdom,243,243,110.97,False,,1,1,1,3,Lost,0,Dormant Low-Value
13509,6,964.72,1105,26,United Kingdom,8,284,160.78666666666666,True,54.6,5,5,4,14,Champions,3,Active Mid-Value
13510,4,1791.56,1386,86,United Kingdom,1,183,447.89,True,60.0,5,4,4,13,Champions,2,High-Value Loyal
13512,1,251.21,143,15,United Kingdom,260,260,251.21,False,,1,1,2,4,Lost,0,Dormant Low-Value
13513,1,205.1,109,10,United Kingdom,126,126,205.1,False,,2,1,1,4,Lost,0,Dormant Low-Value
13514,1,152.20000000000002,40,4,United Kingdom,73,73,152.20000000000002,False,,2,1,1,4,Lost,0,Dormant Low-Value
13515,4,891.12,681,50,United Kingdom,72,247,222.78,True,57.666666666666664,2,4,3,9,At Risk,1,Lapsing Mid-Value
13516,3,1389.41,985,43,United Kingdom,21,238,463.1366666666667,True,108.5,4,3,4,11,Loyal,1,Lapsing Mid-Value
13517,3,2128.42,1369,125,United Kingdom,59,179,709.4733333333334,True,60.0,3,3,5,11,Loyal,1,Lapsing Mid-Value
13518,1,627.16,382,36,United Kingdom,85,85,627.16,False,,2,1,3,6,Lost,0,Dormant Low-Value
13519,1,122.75,23,8,United Kingdom,78,78,122.75,False,,2,1,1,4,Lost,0,Dormant Low-Value
13520,6,2984.35,1633,48,Switzerland,58,371,497.39166666666665,True,62.2,3,5,5,13,Loyal,1,Lapsing Mid-Value
13521,3,1070.47,715,312,United Kingdom,1,10,356.8233333333333,True,3.5,5,3,4,12,Loyal,3,Active Mid-Value
13522,1,125.80000000000001,44,5,United Kingdom,30,30,125.80000000000001,False,,4,1,1,6,New / Promising,0,Dormant Low-Value
13523,5,3964.88,1752,157,United Kingdom,33,366,792.976,True,83.0,3,4,5,12,Loyal,1,Lapsing Mid-Value
13524,5,680.1800000000001,324,17,United Kingdom,40,219,136.036,True,44.25,3,4,3,10,Loyal,1,Lapsing Mid-Value
13525,2,628.78,394,5,United Kingdom,14,248,314.39,True,233.0,5,2,3,10,New / Promising,3,Active Mid-Value
13527,7,2242.36,1683,153,United Kingdom,33,326,320.33714285714285,True,48.5,3,5,5,13,Loyal,1,Lapsing Mid-Value
13529,2,307.76,74,15,United Kingdom,78,204,153.88,True,125.0,2,2,2,6,Lost,0,Dormant Low-Value
13531,2,483.8,174,17,United Kingdom,205,366,241.9,True,161.0,1,2,3,6,Lost,0,Dormant Low-Value
13532,1,210.31,129,66,United Kingdom,33,33,210.31,False,,3,1,1,5,Needs Attention,3,Active Mid-Value
13533,3,269.09,202,61,United Kingdom,182,267,89.69666666666666,True,42.0,1,3,2,6,Hibernating,0,Dormant Low-Value
13534,25,5870.08,2961,119,United Kingdom,2,358,234.8032,True,14.458333333333334,5,5,5,15,Champions,2,High-Value Loyal
13536,7,3444.39,2126,91,United Kingdom,1,75,492.05571428571426,True,11.833333333333334,5,5,5,15,Champions,2,High-Value Loyal
13538,7,1280.85,175,10,United Kingdom,43,315,182.97857142857143,True,45.0,3,5,4,12,Loyal,1,Lapsing Mid-Value
13539,3,631.34,320,35,United Kingdom,85,309,210.4466666666667,True,111.0,2,3,3,8,Hibernating,1,Lapsing Mid-Value
13544,2,276.06,112,76,United Kingdom,39,240,138.03,True,200.0,3,2,2,7,Needs Attention,3,Active Mid-Value
13546,3,621.09,357,72,United Kingdom,12,200,207.03,True,93.5,5,3,3,11,Loyal,3,Active Mid-Value
13548,2,678.16,436,114,United Kingdom,96,243,339.08,True,147.0,2,2,3,7,Lost,0,Dormant Low-Value
13549,7,918.2,458,37,United Kingdom,25,242,131.17142857142858,True,35.666666666666664,4,5,3,12,Champions,1,Lapsing Mid-Value
13551,1,91.80000000000001,12,4,United Kingdom,319,319,91.80000000000001,False,,1,1,1,3,Lost,0,Dormant Low-Value
13552,12,3740.07,1417,82,United Kingdom,66,315,311.6725,True,22.454545454545453,3,5,5,13,Loyal,2,High-Value Loyal
13555,4,4098.88,2636,128,United Kingdom,73,201,1024.72,True,42.666666666666664,2,4,5,11,At Risk,1,Lapsing Mid-Value
13557,2,584.0600000000001,546,31,United Kingdom,28,280,292.03000000000003,True,252.0,4,2,3,9,New / Promising,3,Active Mid-Value
13558,4,594.52,338,123,United Kingdom,5,68,148.63,True,20.333333333333332,5,4,3,12,Champions,3,Active Mid-Value
13560,1,171.42000000000002,63,32,United Kingdom,7,7,171.42000000000002,False,,5,1,1,7,New / Promising,3,Active Mid-Value
13561,1,141.85999999999999,83,14,United Kingdom,215,215,141.85999999999999,False,,1,1,1,3,Lost,0,Dormant Low-Value
13562,3,1799.3300000000002,757,50,United Kingdom,81,245,599.7766666666668,True,81.5,2,3,4,9,Hibernating,1,Lapsing Mid-Value
13563,2,777.53,209,49,United Kingdom,84,140,388.765,True,55.0,2,2,3,7,Lost,1,Lapsing Mid-Value
13564,2,1174.03,635,67,United Kingdom,354,368,587.015,True,13.0,1,2,4,7,Lost,0,Dormant Low-Value
13565,2,240.22,172,35,United Kingdom,19,334,120.11,True,315.0,4,2,1,7,New / Promising,3,Active Mid-Value
13566,2,856.84,567,134,United Kingdom,40,82,428.42,True,41.0,3,2,3,8,Needs Attention,1,Lapsing Mid-Value
13568,1,187.05,66,41,United Kingdom,173,173,187.05,False,,2,1,1,4,Lost,0,Dormant Low-Value
13569,2,337.12,155,72,United Kingdom,17,367,168.56,True,350.0,4,2,2,8,New / Promising,3,Active Mid-Value
13570,1,239.49,161,27,United Kingdom,243,243,239.49,False,,1,1,1,3,Lost,0,Dormant Low-Value
13571,12,2088.94,1757,157,United Kingdom,12,253,174.07833333333335,True,21.454545454545453,5,5,5,15,Champions,2,High-Value Loyal
13572,1,1384.25,534,32,United Kingdom,205,205,1384.25,False,,1,1,4,6,Lost,0,Dormant Low-Value
13573,2,290.25,302,24,United Kingdom,50,253,145.125,True,202.0,3,2,2,7,Needs Attention,0,Dormant Low-Value
13575,5,732.07,449,41,United Kingdom,23,176,146.41400000000002,True,37.75,4,4,3,11,Champions,1,Lapsing Mid-Value
13576,18,6717.34,2646,78,United Kingdom,10,373,373.18555555555554,True,20.823529411764707,5,5,5,15,Champions,2,High-Value Loyal
13577,4,1687.6000000000001,791,61,United Kingdom,25,241,421.90000000000003,True,71.66666666666667,4,4,4,12,Champions,1,Lapsing Mid-Value
13579,2,467.04,176,19,United Kingdom,14,369,233.52,True,354.0,5,2,2,9,New / Promising,3,Active Mid-Value
13581,1,118.0,30,10,United Kingdom,309,309,118.0,False,,1,1,1,3,Lost,0,Dormant Low-Value
13583,1,781.03,725,53,United Kingdom,155,155,781.03,False,,2,1,3,6,Lost,0,Dormant Low-Value
13584,1,142.4,37,24,United Kingdom,306,306,142.4,False,,1,1,1,3,Lost,0,Dormant Low-Value
13587,1,712.4,180,8,United Kingdom,63,63,712.4,False,,3,1,3,7,Needs Attention,0,Dormant Low-Value
13588,9,2478.95,2606,131,United Kingdom,15,255,275.43888888888887,True,29.5,4,5,5,14,Champions,2,High-Value Loyal
13589,2,379.65,114,21,United Kingdom,14,179,189.825,True,164.0,5,2,2,9,New / Promising,3,Active Mid-Value
13590,6,1981.92,1848,70,United Kingdom,11,303,330.32,True,58.2,5,5,4,14,Champions,2,High-Value Loyal
13591,3,1117.13,485,56,United Kingdom,64,266,372.3766666666667,True,100.5,3,3,4,10,Loyal,1,Lapsing Mid-Value
13592,4,247.95999999999998,84,15,United Kingdom,35,264,61.989999999999995,True,76.0,3,4,2,9,Loyal,3,Active Mid-Value
13593,5,2011.88,719,77,United Kingdom,108,336,402.37600000000003,True,56.75,2,4,4,10,At Risk,1,Lapsing Mid-Value
13594,1,396.97,359,26,United Kingdom,52,52,396.97,False,,3,1,2,6,Needs Attention,0,Dormant Low-Value
13596,2,664.11,384,133,United Kingdom,5,12,332.055,True,7.0,5,2,3,10,New / Promising,3,Active Mid-Value
13598,1,160.04,52,33,United Kingdom,47,47,160.04,False,,3,1,1,5,Needs Attention,0,Dormant Low-Value
13599,21,5149.92,3293,171,United Kingdom,1,366,245.2342857142857,True,17.95,5,5,5,15,Champions,2,High-Value Loyal
13600,1,219.52,324,19,United Kingdom,312,312,219.52,False,,1,1,1,3,Lost,0,Dormant Low-Value
13601,2,693.32,548,90,United Kingdom,45,211,346.66,True,166.0,3,2,3,8,Needs Attention,1,Lapsing Mid-Value
13602,1,428.89,267,23,United Kingdom,64,64,428.89,False,,3,1,2,6,Needs Attention,0,Dormant Low-Value
13603,1,164.34,164,27,United Kingdom,26,26,164.34,False,,4,1,1,6,New / Promising,3,Active Mid-Value
13606,3,276.75,276,40,United Kingdom,29,311,92.25,True,141.0,4,3,2,9,Loyal,3,Active Mid-Value
13607,1,675.51,288,93,United Kingdom,40,40,675.51,False,,3,1,3,7,Needs Attention,3,Active Mid-Value
13610,7,1082.33,488,165,United Kingdom,12,285,154.6185714285714,True,44.833333333333336,5,5,4,14,Champions,1,Lapsing Mid-Value
13611,3,1154.4,754,67,United Kingdom,89,359,384.8,True,135.0,2,3,4,9,Hibernating,1,Lapsing Mid-Value
13614,4,1585.46,564,171,United Kingdom,24,330,396.365,True,101.66666666666667,4,4,4,12,Champions,1,Lapsing Mid-Value
13615,1,417.69,189,23,United Kingdom,318,318,417.69,False,,1,1,2,4,Lost,0,Dormant Low-Value
13617,3,544.18,300,31,United Kingdom,40,180,181.39333333333332,True,70.0,3,3,3,9,Loyal,1,Lapsing Mid-Value
13618,1,177.34,246,13,United Kingdom,173,173,177.34,False,,2,1,1,4,Lost,0,Dormant Low-Value
13621,1,213.85,343,19,United Kingdom,116,116,213.85,False,,2,1,1,4,Lost,0,Dormant Low-Value
13623,5,727.74,286,75,United Kingdom,30,297,145.548,True,66.25,4,4,3,11,Champions,1,Lapsing Mid-Value
13626,1,257.23,209,19,United Kingdom,252,252,257.23,False,,1,1,2,4,Lost,0,Dormant Low-Value
13627,5,1638.47,1269,84,United Kingdom,59,357,327.694,True,74.0,3,4,4,11,Loyal,1,Lapsing Mid-Value
13629,11,7792.36,4372,28,United Kingdom,23,338,708.3963636363636,True,31.0,4,5,5,14,Champions,2,High-Value Loyal
13630,7,2031.78,1391,51,United Kingdom,5,285,290.2542857142857,True,46.166666666666664,5,5,5,15,Champions,2,High-Value Loyal
13631,11,3070.42,467,6,United Kingdom,99,267,279.1290909090909,True,16.5,2,5,5,12,At Risk,1,Lapsing Mid-Value
13632,5,2118.93,1031,121,United Kingdom,24,243,423.78599999999994,True,54.25,4,4,5,13,Champions,1,Lapsing Mid-Value
13634,5,1547.3600000000001,700,156,United Kingdom,33,327,309.47200000000004,True,73.0,3,4,4,11,Loyal,1,Lapsing Mid-Value
13635,1,1071.03,677,62,United Kingdom,67,67,1071.03,False,,3,1,4,8,Needs Attention,0,Dormant Low-Value
13636,5,949.12,592,57,United Kingdom,36,285,189.824,True,61.75,3,4,4,11,Loyal,1,Lapsing Mid-Value
13637,3,803.05,404,78,United Kingdom,52,226,267.68333333333334,True,87.0,3,3,3,9,Loyal,1,Lapsing Mid-Value
13638,1,122.64,93,8,United Kingdom,15,15,122.64,False,,4,1,1,6,New / Promising,3,Active Mid-Value
13639,1,1033.34,800,39,United Kingdom,74,74,1033.34,False,,2,1,4,7,Lost,0,Dormant Low-Value
13642,1,312.28,151,57,United Kingdom,215,215,312.28,False,,1,1,2,4,Lost,0,Dormant Low-Value
13643,3,519.44,273,24,United Kingdom,31,185,173.14666666666668,True,76.5,4,3,3,10,Loyal,3,Active Mid-Value
13644,4,2624.26,2067,144,United Kingdom,16,105,656.065,True,29.333333333333332,4,4,5,13,Champions,1,Lapsing Mid-Value
